"SupportedOn","Hive","EditorDir","EditorName","Properties","Drive","Path","ADMX"
"Windows Server 2003, Windows XP, and Windows 2000 only","User","Desktop > Desktop","Prohibit adding items","NoAddingComponents (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","Desktop.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","User","Desktop > Desktop","Prohibit closing items","NoClosingComponents (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","Desktop.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","User","Desktop > Desktop","Prohibit deleting items","NoDeletingComponents (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","Desktop.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","User","Desktop > Desktop","Prohibit editing items","NoEditingComponents (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","Desktop.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","User","Desktop > Desktop","Disable all items","NoComponents (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","Desktop.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","User","Desktop > Desktop","Allow only bitmapped wallpaper","NoHTMLWallPaper (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop","Desktop.admx"
"At least Windows 2000","User","Desktop > Desktop","Desktop Wallpaper","Wallpaper (text), WallpaperStyle (enum)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\System","Desktop.admx"
"At least Windows 2000","User","Desktop > Active Directory","Enable filter in Find dialog box","EnableFilter (toggle)","HKCU:\","Software\Policies\Microsoft\Windows\Directory UI","Desktop.admx"
"Windows 2000 only","User","Desktop > Active Directory","Hide Active Directory folder","HideDirectoryFolder (toggle)","HKCU:\","Software\Policies\Microsoft\Windows\Directory UI","Desktop.admx"
"At least Windows 2000","User","Desktop > Active Directory","Maximum size of Active Directory searches","QueryLimit (decimal)","HKCU:\","Software\Policies\Microsoft\Windows\Directory UI","Desktop.admx"
"At least Windows 2000","User","Desktop","Prohibit User from manually redirecting Profile Folders","DisablePersonalDirChange (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"At least Windows 2000","Both","Desktop","Hide and disable all items on the desktop","NoDesktop (toggle)","Both","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"Windows Server 2003 and Windows XP only","User","Desktop","Remove the Desktop Cleanup Wizard","NoDesktopCleanupWizard (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"At least Windows 2000","User","Desktop","Hide Internet Explorer icon on desktop","NoInternetIcon (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","User","Desktop","Remove Computer icon on the desktop","{20D04FE0-3AEA-1069-A2D8-08002B30309D} (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\NonEnum","Desktop.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","User","Desktop","Remove My Documents icon on the desktop","{450D8FBA-AD25-11D0-98A8-0800361B1103} (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\NonEnum","Desktop.admx"
"At least Windows 2000","User","Desktop","Hide Network Locations icon on desktop","NoNetHood (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"At least Windows 2000 Service Pack 3","User","Desktop","Remove Properties from the Computer icon context menu","NoPropertiesMyComputer (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","User","Desktop","Remove Properties from the Documents icon context menu","NoPropertiesMyDocuments (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"Windows Server 2003, Windows XP, and Windows 2000 only","User","Desktop","Do not add shares of recently opened documents to Network Locations","NoRecentDocsNetHood (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","User","Desktop","Remove Recycle Bin icon from desktop","{645FF040-5081-101B-9F08-00AA002F954E} (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\NonEnum","Desktop.admx"
"At least Windows Server 2003 operating systems or Windows XP Professional","User","Desktop","Remove Properties from the Recycle Bin context menu","NoPropertiesRecycleBin (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"At least Windows 2000","User","Desktop","Don't save settings at exit","NoSaveSettings (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"At least Windows 2000","User","Desktop","Prevent adding, dragging, dropping and closing the Taskbar's toolbars","NoCloseDragDropBands (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"At least Windows 2000","User","Desktop","Prohibit adjusting desktop toolbars","NoMovingBands (toggle)","HKCU:\","Software\Microsoft\Windows\CurrentVersion\Policies\Explorer","Desktop.admx"
"At least Windows Server 2008 R2 or Windows 7","User","Desktop","Turn off Aero Shake window minimizing mouse gesture","NoWindowMinimizingShortcuts (toggle)","HKCU:\","Software\Policies\Microsoft\Windows\Explorer","Desktop.admx"
"At least Windows 11 Version 22H2","Computer","Desktop","Allow theme files from network locations","EnableThemeFileRemoteResource (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\Themes","Desktop.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer","EnableAppInstaller (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer Settings","EnableSettings (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer Experimental Features","EnableExperimentalFeatures (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer Local Manifest Files","EnableLocalManifestFiles (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer Microsoft Store Source Certificate Validation Bypass","EnableBypassCertificatePinningForMicrosoftStore (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer Hash Override","EnableHashOverride (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer Local Archive Malware Scan Override","EnableLocalArchiveMalwareScanOverride (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer Default Source","EnableDefaultSource (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer Microsoft Store Source","EnableMicrosoftStoreSource (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Set App Installer Source Auto Update Interval In Minutes","SourceAutoUpdateInterval (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer Additional Sources","EnableAdditionalSources (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer Allowed Sources","EnableAllowedSources (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable App Installer ms-appinstaller protocol","EnableMSAppInstallerProtocol (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable Windows Package Manager command line interfaces","EnableWindowsPackageManagerCommandLineInterfaces (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2016, Windows 10 Version 1809","Computer","Windows Components > Desktop App Installer","Enable Windows Package Manager Configuration","EnableWindowsPackageManagerConfiguration (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\AppInstaller","DesktopAppInstaller.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Windows Components > Device and Driver Compatibility","Device compatibility settings","DisableDeviceFlags (toggle)","HKLM:\","System\CurrentControlSet\Policies\Microsoft\Compatibility","DeviceCompat.admx"
"At least Windows Server 2012, Windows 8 or Windows RT","Computer","Windows Components > Device and Driver Compatibility","Driver compatibility settings","DisableDriverShims (toggle)","HKLM:\","System\CurrentControlSet\Policies\Microsoft\Compatibility","DeviceCompat.admx"
"At least Windows Server 2016, Windows 10","Computer","Windows Components > Microsoft Secondary Authentication Factor","Allow companion device for secondary authentication","AllowSecondaryAuthenticationDevice (toggle)","HKLM:\","SOFTWARE\Policies\Microsoft\SecondaryAuthenticationFactor","DeviceCredential.admx"
"At least Windows Server 2016, Windows 10","Computer","System > Device Guard","Turn On Virtualization Based Security","EnableVirtualizationBasedSecurity (toggle), RequirePlatformSecurityFeatures (enum), HypervisorEnforcedCodeIntegrity (enum), HVCIMATRequired (boolean), LsaCfgFlags (enum), MachineIdentityIsolation (enum), ConfigureSystemGuardLaunch (enum), ConfigureKernelShadowStacksLaunch (enum)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\DeviceGuard","DeviceGuard.admx"
"At least Windows Server 2016, Windows 10","Computer","System > Device Guard","Deploy App Control for Business","DeployConfigCIPolicy (toggle), ConfigCIPolicyFilePath (text)","HKLM:\","SOFTWARE\Policies\Microsoft\Windows\DeviceGuard","DeviceGuard.admx"
"At least Windows Vista","Computer","System > Device Installation","Prioritize all digitally signed drivers equally during the driver ranking and selection process","AllSigningEqual (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\DeviceInstall\Settings","DeviceInstallation.admx"
"At least Windows Server 2008 R2 or Windows 7","Computer","System > Device Installation","Configure device installation time-out","InstallTimeout (decimal)","HKLM:\","Software\Policies\Microsoft\Windows\DeviceInstall\Settings","DeviceInstallation.admx"
"At least Windows Vista","Computer","System > Device Installation","Prevent creation of a system restore point during device activity that would normally prompt creation of a restore point","DisableSystemRestore (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\DeviceInstall\Settings","DeviceInstallation.admx"
"Windows Server 2008, Windows 7, and Windows Vista","Computer","System > Device Installation","Allow remote access to the Plug and Play interface","AllowRemoteRPC (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\DeviceInstall\Settings","DeviceInstallation.admx"
"At least Windows Vista","Computer","Device Installation Restrictions","Allow administrators to override Device Installation Restriction policies","AllowAdminInstall (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions","DeviceInstallation.admx"
"At least Windows Vista","Computer","Device Installation Restrictions","Allow installation of devices using drivers that match these device setup classes","AllowDeviceClasses (toggle)","HKLM:\","Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions","DeviceInstallation.admx"
"At least Windows Vista","Computer","Device Installation Restrictions","Prevent installation of devices using drivers that match these device setup classes","DenyDeviceClasses (toggle), DenyDeviceClassesRetroactive (boolean)","HKLM:\","Software\Policies\Microsoft\Windows\DeviceInstall\Restrictions","DeviceInstallation.admx"
